admin_unit_code,sub_unit_code,site_name,plot_name,location_type,year,date,start_time,end_time,observer,visit,interval_length,id_method,distance,flyover_observed,sex,common_name,scientific_name,acceptedtsn,npstaxoncode,aou_code,pif_watchlist_status,regional_stewardship_status,temperature,humidity,sky,wind,disturbance,initial_three_min_cnt,habitat_type,taxoncode,previously_obs,month,season
ANTI,,,ANTI-0191,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Visualization,50.0,False,Undetermined,Chipping Sparrow,Spizella passerina,179435.0,,CHSP,False,False,18.7000007629395,85.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,84781.0,False,6,Summer
ANTI,,,ANTI-0191,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,2.5 - 5 min,Singing,50.0,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,,CARW,False,False,18.7000007629395,85.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,88350.0,False,6,Summer
ANTI,,,ANTI-0191,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,2.5 - 5 min,Singing,50.0,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,,GRSP,False,False,18.7000007629395,85.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Grassland,83867.0,False,6,Summer
ANTI,,,ANTI-0191,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Singing,50.0,False,Male,Field Sparrow,Spizella pusilla,179443.0,,FISP,False,True,18.7000007629395,85.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,84790.0,False,6,Summer
ANTI,,,ANTI-0191,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,2.5 - 5 min,Calling,50.0,False,Undetermined,American Crow,Corvus brachyrhynchos,179731.0,,AMCR,False,False,18.7000007629395,85.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Grassland,87106.0,False,6,Summer
ANTI,,,ANTI-0191,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Visualization,50.0,False,Undetermined,American Crow,Corvus brachyrhynchos,179731.0,,AMCR,False,False,18.7000007629395,85.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,87106.0,False,6,Summer
ANTI,,,ANTI-0191,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,5 - 7.5 min,Singing,50.0,False,Male,Chipping Sparrow,Spizella passerina,179435.0,,CHSP,False,False,18.7000007629395,85.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Grassland,84781.0,False,6,Summer
ANTI,,,ANTI-0191,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,5 - 7.5 min,Singing,50.0,False,Male,Carolina Chickadee,Poecile carolinensis,554383.0,,CACH,False,True,18.7000007629395,85.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Grassland,265876.0,False,6,Summer
ANTI,,,ANTI-0191,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,5 - 7.5 min,Visualization,50.0,False,Male,American Goldfinch,Carduelis tristis,179236.0,,AMGO,False,False,18.7000007629395,85.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Grassland,95286.0,False,6,Summer
ANTI,,,ANTI-0191,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,5 - 7.5 min,Calling,50.0,False,Undetermined,American Robin,Turdus migratorius,179759.0,,AMRO,False,False,18.7000007629395,85.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Grassland,87136.0,False,6,Summer
ANTI,,,ANTI-0191,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Singing,50.0,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,,NOCA,False,False,18.7000007629395,85.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,94228.0,False,6,Summer
ANTI,,,ANTI-0191,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Calling,50.0,False,Undetermined,American Goldfinch,Carduelis tristis,179236.0,,AMGO,False,False,18.7000007629395,85.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,95286.0,False,6,Summer
ANTI,,,ANTI-0191,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Singing,50.0,False,Male,Indigo Bunting,Passerina cyanea,179150.0,,INBU,False,True,18.7000007629395,85.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,94257.0,False,6,Summer
ANTI,,,ANTI-0199,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Singing,50.0,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,,NOCA,False,False,16.1000003814697,90.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,94228.0,False,6,Summer
ANTI,,,ANTI-0199,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,2.5 - 5 min,Calling,50.0,False,Undetermined,Yellow-billed Cuckoo,Coccyzus americanus,177831.0,,YBCU,False,False,16.1000003814697,90.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,89102.0,False,6,Summer
ANTI,,,ANTI-0199,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Calling,50.0,False,Undetermined,American Goldfinch,Carduelis tristis,179236.0,,AMGO,False,False,16.1000003814697,90.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,95286.0,False,6,Summer
ANTI,,,ANTI-0199,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Singing,50.0,False,Male,Prairie Warbler,Setophaga discolor,950052.0,,PRAW,True,True,16.1000003814697,90.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,890945.0,False,6,Summer
ANTI,,,ANTI-0199,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Singing,50.0,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,,CARW,False,False,16.1000003814697,90.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,88350.0,False,6,Summer
ANTI,,,ANTI-0199,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Singing,50.0,False,Male,Eastern Wood-Pewee,Contopus virens,178359.0,,EAWP,False,True,16.1000003814697,90.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,85846.0,False,6,Summer
ANTI,,,ANTI-0199,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Singing,50.0,False,Male,Field Sparrow,Spizella pusilla,179443.0,,FISP,False,True,16.1000003814697,90.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,84790.0,False,6,Summer
ANTI,,,ANTI-0199,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Singing,50.0,False,Male,Eastern Towhee,Pipilo erythrophthalmus,179276.0,,EATO,False,True,16.1000003814697,90.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,83803.0,False,6,Summer
ANTI,,,ANTI-0199,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Singing,50.0,False,Undetermined,Downy Woodpecker,Picoides pubescens,178259.0,,DOWO,False,True,16.1000003814697,90.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,84936.0,False,6,Summer
ANTI,,,ANTI-0199,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Singing,50.0,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,,MODO,False,False,16.1000003814697,90.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,82737.0,False,6,Summer
ANTI,,,ANTI-0199,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,2.5 - 5 min,Calling,50.0,False,Undetermined,American Crow,Corvus brachyrhynchos,179731.0,,AMCR,False,False,16.1000003814697,90.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,87106.0,False,6,Summer
ANTI,,,ANTI-0199,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Singing,50.0,False,Undetermined,Acadian Flycatcher,Empidonax virescens,178339.0,,ACFL,False,True,16.1000003814697,90.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,85824.0,False,6,Summer
ANTI,,,ANTI-0199,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Singing,50.0,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,,ETTI,False,False,16.1000003814697,90.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,266957.0,False,6,Summer
ANTI,,,ANTI-0199,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Singing,50.0,False,Male,Indigo Bunting,Passerina cyanea,179150.0,,INBU,False,True,16.1000003814697,90.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,94257.0,False,6,Summer
ANTI,,,ANTI-0199,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,2.5 - 5 min,Calling,50.0,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,,RBWO,False,False,16.1000003814697,90.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,84865.0,False,6,Summer
ANTI,,,ANTI-0199,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,5 - 7.5 min,Singing,50.0,False,Undetermined,Cedar Waxwing,Bombycilla cedrorum,178532.0,,CEDW,False,False,16.1000003814697,90.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,88296.0,False,6,Summer
ANTI,,,ANTI-0199,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,5 - 7.5 min,Calling,50.0,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,,ETTI,False,False,16.1000003814697,90.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,266957.0,False,6,Summer
ANTI,,,ANTI-0199,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,5 - 7.5 min,Calling,50.0,False,Undetermined,Unidentified Chickadee,Poecile,553526.0,,UNCH,False,False,16.1000003814697,90.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,263793.0,False,6,Summer
ANTI,,,ANTI-0199,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,7.5 - 10 min,Singing,50.0,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,,NOCA,False,False,16.1000003814697,90.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,94228.0,False,6,Summer
ANTI,,,ANTI-0188,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Visualization,50.0,False,Undetermined,Barn Swallow,Hirundo rustica,178448.0,,BARS,False,False,22.2000007629395,62.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,True,Grassland,87409.0,False,6,Summer
ANTI,,,ANTI-0188,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,2.5 - 5 min,Singing,50.0,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,,NOCA,False,False,22.2000007629395,62.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,True,Grassland,94228.0,False,6,Summer
ANTI,,,ANTI-0188,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Singing,50.0,False,Male,Song Sparrow,Melospiza melodia,179492.0,,SOSP,False,False,22.2000007629395,62.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,True,Grassland,85643.0,False,6,Summer
ANTI,,,ANTI-0188,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,7.5 - 10 min,Visualization,50.0,False,Undetermined,Barn Swallow,Hirundo rustica,178448.0,,BARS,False,False,22.2000007629395,62.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,Grassland,87409.0,False,6,Summer
ANTI,,,ANTI-0188,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,5 - 7.5 min,Visualization,50.0,False,Undetermined,Barn Swallow,Hirundo rustica,178448.0,,BARS,False,False,22.2000007629395,62.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,Grassland,87409.0,False,6,Summer
ANTI,,,ANTI-0188,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,5 - 7.5 min,Visualization,,True,Undetermined,Brown-headed Cowbird,Molothrus ater,179112.0,,BHCO,False,False,22.2000007629395,62.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,Grassland,94215.0,False,6,Summer
ANTI,,,ANTI-0188,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,2.5 - 5 min,Visualization,,True,Undetermined,Mourning Dove,Zenaida macroura,177125.0,,MODO,False,False,22.2000007629395,62.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,Grassland,82737.0,False,6,Summer
ANTI,,,ANTI-0188,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Singing,50.0,False,Male,House Finch,Haemorhous mexicanus,,,HOFI,False,False,22.2000007629395,62.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,True,Grassland,926917.0,False,6,Summer
ANTI,,,ANTI-0188,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Visualization,,True,Undetermined,Common Grackle,Quiscalus quiscula,179104.0,,COGR,False,False,22.2000007629395,62.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,True,Grassland,94206.0,False,6,Summer
ANTI,,,ANTI-0188,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Calling,50.0,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,,CARW,False,False,22.2000007629395,62.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,True,Grassland,88350.0,False,6,Summer
ANTI,,,ANTI-0188,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Singing,50.0,False,Undetermined,Northern Mockingbird,Mimus polyglottos,178620.0,,NOMO,False,False,22.2000007629395,62.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,True,Grassland,88394.0,False,6,Summer
ANTI,,,ANTI-0188,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,2.5 - 5 min,Visualization,50.0,False,Undetermined,Grasshopper Sparrow,Ammodramus savannarum,179333.0,,GRSP,False,False,22.2000007629395,62.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,Grassland,83867.0,False,6,Summer
ANTI,,,ANTI-0188,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Calling,50.0,False,Undetermined,House Sparrow,Passer domesticus,179628.0,,HOSP,False,False,22.2000007629395,62.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,True,Grassland,86194.0,False,6,Summer
ANTI,,,ANTI-0189,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,2.5 - 5 min,Singing,50.0,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,,ETTI,False,False,20.3999996185303,67.0999984741211,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,Grassland,266957.0,False,6,Summer
ANTI,,,ANTI-0189,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Visualization,50.0,False,Undetermined,Tree Swallow,Tachycineta bicolor,178431.0,,TRES,False,False,20.3999996185303,67.0999984741211,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,Grassland,87391.0,False,6,Summer
ANTI,,,ANTI-0189,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Singing,50.0,False,Undetermined,Eastern Bluebird,Sialia sialis,179801.0,,EABL,False,False,20.3999996185303,67.0999984741211,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,Grassland,87184.0,False,6,Summer
ANTI,,,ANTI-0189,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,5 - 7.5 min,Singing,50.0,False,Male,Field Sparrow,Spizella pusilla,179443.0,,FISP,False,True,20.3999996185303,67.0999984741211,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,Grassland,84790.0,False,6,Summer
ANTI,,,ANTI-0189,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Singing,50.0,False,Male,Indigo Bunting,Passerina cyanea,179150.0,,INBU,False,True,20.3999996185303,67.0999984741211,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,Grassland,94257.0,False,6,Summer
ANTI,,,ANTI-0189,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Singing,50.0,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,,GRSP,False,False,20.3999996185303,67.0999984741211,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,Grassland,83867.0,False,6,Summer
ANTI,,,ANTI-0189,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,5 - 7.5 min,Singing,50.0,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,,NOCA,False,False,20.3999996185303,67.0999984741211,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,Grassland,94228.0,False,6,Summer
ANTI,,,ANTI-0189,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,2.5 - 5 min,Singing,50.0,False,Undetermined,House Wren,Troglodytes aedon,178541.0,,HOWR,False,False,20.3999996185303,67.0999984741211,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,Grassland,88306.0,False,6,Summer
ANTI,,,ANTI-0189,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,2.5 - 5 min,Singing,50.0,False,Male,Chipping Sparrow,Spizella passerina,179435.0,,CHSP,False,False,20.3999996185303,67.0999984741211,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,Grassland,84781.0,False,6,Summer
ANTI,,,ANTI-0189,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Singing,50.0,False,Undetermined,Orchard Oriole,Icterus spurius,179064.0,,OROR,False,False,20.3999996185303,67.0999984741211,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,Grassland,93634.0,False,6,Summer
ANTI,,,ANTI-0189,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,2.5 - 5 min,Singing,50.0,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,,CARW,False,False,20.3999996185303,67.0999984741211,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,Grassland,88350.0,False,6,Summer
ANTI,,,ANTI-0189,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,7.5 - 10 min,Calling,50.0,False,Undetermined,Red-winged Blackbird,Agelaius phoeniceus,179045.0,,RWBL,False,False,20.3999996185303,67.0999984741211,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,Grassland,93613.0,False,6,Summer
ANTI,,,ANTI-0189,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,7.5 - 10 min,Singing,50.0,False,Undetermined,Northern Mockingbird,Mimus polyglottos,178620.0,,NOMO,False,False,20.3999996185303,67.0999984741211,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,Grassland,88394.0,False,6,Summer
ANTI,,,ANTI-0180,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,7.5 - 10 min,Singing,50.0,False,Male,American Robin,Turdus migratorius,179759.0,,AMRO,False,False,24.2000007629395,45.7999992370605,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,Grassland,87136.0,False,6,Summer
ANTI,,,ANTI-0180,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,5 - 7.5 min,Visualization,,True,Undetermined,Mourning Dove,Zenaida macroura,177125.0,,MODO,False,False,24.2000007629395,45.7999992370605,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,Grassland,82737.0,False,6,Summer
ANTI,,,ANTI-0180,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Singing,50.0,False,Male,Song Sparrow,Melospiza melodia,179492.0,,SOSP,False,False,24.2000007629395,45.7999992370605,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,True,Grassland,85643.0,False,6,Summer
ANTI,,,ANTI-0180,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Singing,50.0,False,Male,Indigo Bunting,Passerina cyanea,179150.0,,INBU,False,True,24.2000007629395,45.7999992370605,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,True,Grassland,94257.0,False,6,Summer
ANTI,,,ANTI-0180,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Singing,50.0,False,Male,Chipping Sparrow,Spizella passerina,179435.0,,CHSP,False,False,24.2000007629395,45.7999992370605,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,True,Grassland,84781.0,False,6,Summer
ANTI,,,ANTI-0180,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Singing,50.0,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,,NOCA,False,False,24.2000007629395,45.7999992370605,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,True,Grassland,94228.0,False,6,Summer
ANTI,,,ANTI-0180,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Calling,50.0,False,Undetermined,American Goldfinch,Carduelis tristis,179236.0,,AMGO,False,False,24.2000007629395,45.7999992370605,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,True,Grassland,95286.0,False,6,Summer
ANTI,,,ANTI-0180,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Calling,50.0,False,Undetermined,American Crow,Corvus brachyrhynchos,179731.0,,AMCR,False,False,24.2000007629395,45.7999992370605,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,True,Grassland,87106.0,False,6,Summer
ANTI,,,ANTI-0180,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,7.5 - 10 min,Visualization,50.0,False,Undetermined,Eastern Bluebird,Sialia sialis,179801.0,,EABL,False,False,24.2000007629395,45.7999992370605,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,Grassland,87184.0,False,6,Summer
ANTI,,,ANTI-0181,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Singing,50.0,False,Male,Field Sparrow,Spizella pusilla,179443.0,,FISP,False,True,24.7999992370605,51.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,84790.0,False,6,Summer
ANTI,,,ANTI-0181,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Singing,50.0,False,Male,Brown-headed Cowbird,Molothrus ater,179112.0,,BHCO,False,False,24.7999992370605,51.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,94215.0,False,6,Summer
ANTI,,,ANTI-0181,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Visualization,50.0,False,Undetermined,American Crow,Corvus brachyrhynchos,179731.0,,AMCR,False,False,24.7999992370605,51.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,87106.0,False,6,Summer
ANTI,,,ANTI-0181,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Singing,50.0,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,,NOCA,False,False,24.7999992370605,51.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,94228.0,False,6,Summer
ANTI,,,ANTI-0181,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Visualization,50.0,False,Male,Baltimore Oriole,Icterus galbula,179083.0,,BAOR,False,False,24.7999992370605,51.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,93655.0,False,6,Summer
ANTI,,,ANTI-0181,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,0-2.5 min,Singing,50.0,False,Male,Chipping Sparrow,Spizella passerina,179435.0,,CHSP,False,False,24.7999992370605,51.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,84781.0,False,6,Summer
ANTI,,,ANTI-0181,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,2.5 - 5 min,Calling,50.0,False,Undetermined,American Goldfinch,Carduelis tristis,179236.0,,AMGO,False,False,24.7999992370605,51.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,95286.0,False,6,Summer
ANTI,,,ANTI-0181,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,2.5 - 5 min,Singing,50.0,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,,ETTI,False,False,24.7999992370605,51.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,266957.0,False,6,Summer
ANTI,,,ANTI-0181,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,5 - 7.5 min,Singing,50.0,False,Male,Indigo Bunting,Passerina cyanea,179150.0,,INBU,False,True,24.7999992370605,51.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,94257.0,False,6,Summer
ANTI,,,ANTI-0181,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,7.5 - 10 min,Visualization,50.0,False,Undetermined,American Goldfinch,Carduelis tristis,179236.0,,AMGO,False,False,24.7999992370605,51.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,95286.0,False,6,Summer
ANTI,,,ANTI-0181,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,2.5 - 5 min,Singing,50.0,False,Male,Indigo Bunting,Passerina cyanea,179150.0,,INBU,False,True,24.7999992370605,51.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,94257.0,False,6,Summer
ANTI,,,ANTI-0183,Grassland,2018,2018-06-26,,,Elizabeth Oswald,2,5 - 7.5 min,Calling,50.0,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,,NOCA,False,False,24.0,57.4000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,Grassland,94228.0,False,6,Summer
